docId,filename,Filename,Author,Title,Year,0 waters mineral heat,1 fibres motion muscles,2 cold water ice,3 glass put experiment,4 line equal mr,5 ore silver mines,6 salt water springs,7 trees tree sap,8 ground foot good,9 water lake holes,10 author amp book,11 diseases cure physicians,12 niter particles nitro,13 author part hath,14 time sun day,15 light wood shining,16 parts aerial fire,17 air weather inches,18 de des paris,19 parts seed body,20 blood vein dog,21 8 12 10,22 principles plants motion,23 trade comet rest,24 earth amp stones,25 sea east north,26 found small place,27 breasts lord giving,28 stones water mines,29 glasses glass foot,30 comet sun comets,31 vipers liquor poison,32 fire channel mountain,33 motion body soul,34 england mr seed,35 sound music ear,36 faetus egg eggs,37 stone stones plants,38 salt vitriol water,39 brain nerves spirits,40 powder side piece,41 day observed observations,42 salts spirits volatil,43 amp de ad,44 hath made parts,45 jupiter spots observations,46 world work takes,47 animals birds authors,48 years grass husbandry,49 eye eyes sight,50 urine body stone,51 fig square iron,52 town feet ancient,53 year remainder period,54 picture thereof monsieur,55 left death breast,56 sea jamaica rains,57 gems ipsum est,58 letters reason voice,59 method aequations number,60 rey corrupted gangrene,61 bodies body motion,62 prism image mr,63 fire great part,64 ad est pro,65 stone stones needles,66 good long great,67 country great people,68 moon stars sun,69 god amp pagan,70 liquor boiled days,71 grain grains silk,72 light hundred rowers,73 vessels dr trunks,74 nature bodies great,75 snails cochlea curva,76 blood heart motion,77 make china making,78 good trade places,79 send spiders hands,80 transfusion man operation,81 water kind called,82 child mother imm,83 sea ball needle,84 made make part,85 ships ship sea,86 oil surface liquors,87 plain center geometry,88 hunting dogs sheep,89 water weight bottom,90 letter account mr,91 white colour found,92 wind east west,93 spirit wine aqua,94 table mercury parts,95 air experiment experiments,96 moon tides motion,97 globuls blood hair,98 general philosophy knowledge,99 2 3 1
269,1665-An-Account-of-3e9f1304f0a8afafc66cde93e5db92dbc6706a4c.txt,1665-An-Account-of-3e9f1304f0a8afafc66cde93e5db92dbc6706a4c.txt,,An Account of Two Books,1665,7.769857980761282E-5,5.363334966349366E-5,1.889452017379379E-4,2.6777928630845736E-4,5.888911766194008E-5,1.1797433852253016E-4,9.143143371854557E-5,1.623360535315034E-4,4.622335021555468E-4,5.2164638482342325E-5,0.16446950769442956,0.004108014605306675,4.3777751854706794E-5,0.07777680719017017,0.025236684511523135,0.013627809787484069,5.039459386461613E-5,1.1608991942311402E-4,0.023269815034179228,6.63245380293337E-5,1.0404468211515254E-4,0.00793893161932495,6.389990046148584E-5,6.743850262446458E-5,3.243417548098833E-4,0.002047359807963102,0.014680739474902714,7.910418685002511E-5,9.76622054175302E-5,1.1899822547284419E-4,0.17152148854010804,5.472829025763673E-5,5.659605956572704E-5,1.9852167345563022E-4,1.264326890583644E-4,5.07507944683405E-5,3.8238834538565114E-5,4.2155820284138065E-5,2.007276250558156E-4,7.616727432759668E-5,7.592631844665403E-5,3.7757455046037036E-4,4.6098890629279777E-5,9.32060331141927E-5,0.037727792992349574,0.04825906422103394,8.143978446979848E-5,6.947299300607395E-5,3.5438965640448904E-5,0.003939047242601419,3.6366885324488264E-5,1.133019410023435E-4,3.367488276960455E-5,2.861118235399331E-5,0.18695063930452196,0.021413426399768818,4.463762500948816E-5,2.0324160211086826E-5,6.366130737730904E-5,5.0547134547690815E-5,1.3405683816413887E-5,1.2558673754156378E-4,4.967970863573157E-5,0.0021483340819845246,1.796278929796748E-5,9.130477441892263E-5,4.394061945738838E-5,0.0021927253347654185,0.06369979686202035,3.24204062027063E-5,1.3789924896735216E-4,8.872844223815073E-5,1.4585100038652074E-5,8.381794667804385E-5,0.004212939373268806,9.972667374657042E-6,2.1125005849101082E-4,9.671386341190364E-5,4.487670553239043E-5,4.6215390011236154E-5,8.348027006747588E-5,0.0022262792222375776,5.1107726529815845E-5,1.0346833500540888E-4,0.08019059809285814,3.805312892550805E-5,1.0263272042771594E-4,8.874678261549615E-5,3.891699470961173E-5,9.690611432848313E-5,0.03200790237856269,4.878347636180819E-4,1.4734983583505518E-4,6.658692956933382E-5,6.72865978619638E-5,2.0869063519869248E-4,0.002033852557122703,1.1540328714329938E-4,9.491114452345E-5,7.409447851511824E-4
270,1674-Christian-Hugens-de-Zulichem-Seignior-Cassini-Extracts-of-Two-7fbd17c751560a698ab92edf3e5d1a431f1bfa1b.txt,1674-Christian-Hugens-de-Zulichem-Seignior-Cassini-Extracts-of-Two-7fbd17c751560a698ab92edf3e5d1a431f1bfa1b.txt,Christian Hugens de Zulichem|Seignior Cassini,"Extracts of Two Letters, the One from Monsieur Christian Hugens de Zulichem, Touching His Thoughts of Mr. Hook's Observations for Proving the Motion of the Earth; The Other from Seignior Cassini, Concerning the Same Argument",1674,1.7374906170549676E-4,1.1993454968197249E-4,0.004729812579064118,5.988063083709471E-4,1.3168746409215797E-4,2.6381345288897925E-4,2.0445838081366202E-4,3.6301483311421405E-4,0.0010336435683539098,0.008731239308849349,0.014587497170626865,5.717266131121112E-4,9.789552559603045E-5,0.0016322116402351617,4.3928167388200496E-4,3.2335833296256924E-4,1.126920649088715E-4,2.595995270850047E-4,3.482754087810003E-4,0.0044556090438408425,2.3266404531094406E-4,5.238093845166376E-4,1.4289254418482935E-4,1.5080554345829042E-4,7.252909346563115E-4,2.7099822191769407E-4,0.006985207431700894,1.7689227108397558E-4,0.004525686133000259,2.6610306226601104E-4,2.0602934841922155E-4,1.223830487578459E-4,1.2655974240612826E-4,0.004751227423190204,2.8272796165884726E-4,1.1348859839544594E-4,0.008700098516125502,9.42685727066132E-5,4.488658170867055E-4,1.7032476629371342E-4,1.697859423109602E-4,8.443297680446967E-4,1.0308604111341688E-4,0.34479198999301913,0.036986406762961485,0.026078011054589872,0.004489409660183907,1.5535505769302614E-4,7.924838578887425E-5,1.9388288930682665E-4,8.132339378566267E-5,0.008867954149382566,7.530355508104304E-5,6.39801409575331E-5,2.502401842946377E-4,5.043256901916418E-4,9.981836838413466E-5,4.5448755631985615E-5,1.4235900387292422E-4,1.1303317539791477E-4,0.2541603556110368,2.808362503475673E-4,1.1109344318305147E-4,4.967962405051189E-4,4.0168273266554546E-5,2.0417514610692407E-4,9.825972907591666E-5,5.960636729049085E-4,0.04768459391199126,7.249830269457989E-5,3.083694087755072E-4,1.9841396874487743E-4,3.261510638767569E-5,1.8743315032850293E-4,8.063587007027409E-4,2.2300814292076784E-5,4.7239601468813686E-4,2.162709159335934E-4,1.0035299870336553E-4,1.0334655627797087E-4,1.866780400756341E-4,6.710966590842551E-4,1.1428676756311293E-4,2.313752216312502E-4,0.028566387951382624,8.509416082168229E-5,2.2950662571635602E-4,1.9845498137809392E-4,8.702593190165757E-5,2.1670082619000243E-4,0.14479987150431395,0.0010908929436784863,3.295027500141177E-4,1.489012612993499E-4,1.5046585501072215E-4,4.666726488731038E-4,0.021777266098968982,2.5806408442118897E-4,2.1223968761303525E-4,0.0016568959370218137
271,1671-An-Accompt-of-78e68685f6764921effd0f9c4193de0129c2a8cc.txt,1671-An-Accompt-of-78e68685f6764921effd0f9c4193de0129c2a8cc.txt,,An Accompt of Some Books,1671,3.547273562978618E-5,0.02200899608998547,8.626159199257067E-5,0.004519154767174696,2.6885409070098583E-5,0.007968284006893924,4.174237269948798E-5,7.411337407149913E-5,0.0028491706473309088,2.381539578573092E-5,0.03287712792480181,0.2129267825164642,1.998642216953678E-5,0.13575781613679552,8.968406811334936E-5,6.60170739702286E-5,2.3007294467367115E-5,5.300002948800132E-5,0.0035886257887337214,3.0279997512280627E-5,4.750086181104603E-5,0.0018657021205565364,0.09236411573742948,0.019377157514930778,1.4807592816445077E-4,5.5327195369391564E-5,0.04275698417204362,0.007071157708205467,4.458698733459331E-5,9.33708202572431E-4,4.206310259585673E-5,2.4985812824202197E-5,2.583852965695986E-5,9.063366224596468E-5,0.007972145606850636,2.3169915327083867E-5,1.7457668746794197E-5,1.9245940812543545E-5,0.010644205652778042,0.0053110560684577835,0.02817483663286503,0.004569281016435713,2.1046121617253145E-5,0.01499201946534642,0.0664696591213376,4.7823387675668456E-5,0.06335257002992045,3.1717402305376324E-5,1.6179408455977326E-5,3.9583272611725305E-5,8.959834501885997E-4,5.172719771029808E-5,1.5374028930876086E-5,1.3062232414180725E-5,5.108921921246743E-5,1.0296350209821935E-4,2.0378991160762037E-5,9.278851220323901E-6,0.0360836607882648,2.3076935834518142E-5,6.120269883099721E-6,5.7335734455506076E-5,2.2680918685561943E-5,1.0142628413832891E-4,8.200784075051033E-6,4.168454729442004E-5,2.0060778218603394E-5,0.00803611645503422,6.213712791128252E-5,1.4801306550087045E-5,6.295692423564308E-5,4.050834110674815E-5,6.658723995807161E-6,3.826648918041676E-5,0.03094294101296069,4.552950571052037E-6,0.0027345859359164913,4.415402851687093E-5,2.0488141678109234E-5,2.1099308583957102E-5,0.00883191639112842,0.019483380529973063,2.3332870128649867E-5,0.0035647593609491254,0.02254036240105175,1.7372886166041093E-5,4.685624071524425E-5,4.051671427596869E-5,1.7767277963870648E-5,0.010596806678281537,0.001422274755634057,0.011654662787516252,6.727152265345757E-5,3.03997905091792E-5,3.07192191066447E-5,0.03790863371260195,0.004446062588686732,5.268655238974481E-5,0.008837135075801911,0.0012176534940044259
272,1676-An-Intimation-Given-e668b51075c77b7087f2a1729702ecb3b921531f.txt,1676-An-Intimation-Given-e668b51075c77b7087f2a1729702ecb3b921531f.txt,,"An Intimation Given in the Journal des Scavans,of a Sure and Easie Way to Make All Sorts of Great Telescopical Glasses, Together with a Generous Offer of Furnishing Industrious Astronomers with Them",1676,1.8239078065751147E-4,1.2589970805931562E-4,4.435327252030023E-4,6.285890063195914E-4,1.3823717459428931E-4,2.7693468470024144E-4,2.1462748243085807E-4,3.8107002220353915E-4,0.001085053671675288,1.2245203398916017E-4,0.0017484558037282741,6.001624542004305E-4,1.0276453386897639E-4,0.0017133925923891783,4.6113013009348836E-4,3.394411354066535E-4,1.1829700541045153E-4,2.725111717933201E-4,0.07723153107651386,1.5569118892355522E-4,2.442360058733785E-4,5.498619769219604E-4,1.4999955929652345E-4,0.013722882638058945,0.009804415578958637,2.844768010094069E-4,0.061590935210318026,1.856903231510559E-4,2.2925368688775326E-4,0.16757578182457095,2.1627658490745925E-4,1.2846998759639134E-4,1.3285441654006366E-4,4.6601267473180116E-4,2.967899402419204E-4,1.1913315590824478E-4,8.976239849159969E-5,9.895718801964969E-5,4.7119095772547664E-4,1.7879617181630966E-4,1.7823054846337363E-4,0.00540784951655276,1.0821320891756852E-4,2.187932029617591E-4,0.21968701172436886,0.08163335341699497,1.911729391039739E-4,1.630819181041215E-4,8.318994536143234E-5,2.0352600002378755E-4,8.536815757558698E-5,2.659666305432777E-4,7.9048911474397E-5,6.716230718760141E-5,2.6268632542453946E-4,5.294092263681087E-4,1.0478301266685583E-4,4.7709230416915E-5,1.49439482407213E-4,1.1865508163703007E-4,3.146869791671444E-5,2.94804141300296E-4,1.1661887338667928E-4,5.215052860948996E-4,4.216611385890065E-5,2.1433016054166827E-4,1.0314685165741556E-4,6.257099609952624E-4,0.036491695582407634,7.610413486561388E-5,3.2370671038668805E-4,2.082824407654824E-4,3.423727677654425E-5,1.9675547179332385E-4,8.464643864404635E-4,2.340998499850543E-5,0.00501741697572808,2.2702753501773425E-4,1.0534423377694721E-4,1.0848668126769069E-4,1.959628047875205E-4,7.044748463418769E-4,1.1997102344064213E-4,0.04545813812152196,0.14754685122719405,8.93264704241649E-5,2.409215463933247E-4,2.0832549323503678E-4,9.135432157840886E-5,2.2747882762622052E-4,0.052528189845534146,0.0011451504466167437,3.4589115598067426E-4,1.563071306555283E-4,1.5794954222096577E-4,4.898834439966439E-4,2.5276968317768854E-4,2.708993611546941E-4,0.04995957635177454,0.0017393046066280255
273,1665-Monsieur-Auzout-The-Instance-of-dc3ae572f9f97d1890a6ffd86b48e6b882fdbb5d.txt,1665-Monsieur-Auzout-The-Instance-of-dc3ae572f9f97d1890a6ffd86b48e6b882fdbb5d.txt,Monsieur Auzout,"The Instance of the Same Person to Mr. Hook, for Communicating His Contrivance of Making, with a Glass of a Sphere of 20 or 40 Foot Diameter, a Telescope Drawing Several Hundred Foot; And His Offer of Recompensing That Secret with Another, Teaching To Measure with a Telescope the Distances of Objects upon the Earth",1665,1.3218560976696156E-4,9.124435796211226E-5,0.006875291891902306,0.04305556601436801,0.032869419177893676,2.007052112544103E-4,1.555487867072869E-4,2.7617609326137783E-4,7.863801048672772E-4,8.874569603633762E-5,0.0012671731308634346,0.003711884138918609,7.447740792006299E-5,0.004518684812159646,3.3419873092590846E-4,2.4600603880287406E-4,8.573438710780633E-5,1.9749932141279925E-4,2.6496256627035286E-4,1.1283538931635028E-4,1.7700722178519911E-4,3.985061111371635E-4,1.0871044654180487E-4,1.1473053449957993E-4,5.517901709218895E-4,2.0617127285942334E-4,0.1691604051344253,1.3457691504505106E-4,1.6614895930231176E-4,0.47535633117425674,0.009987513969768883,9.31071383430893E-5,9.628470253416275E-5,3.3773729870824445E-4,2.150950781730899E-4,8.634037751482858E-5,6.505426061549368E-5,7.171807803029187E-5,3.4149019944476914E-4,1.2958045856449913E-4,1.2917052957830396E-4,0.02030389311193719,7.842627217254196E-5,1.5856784450456613E-4,0.05107715190629415,1.7820908223728483E-4,1.38550377575569E-4,1.181917348500103E-4,6.029095118974302E-5,1.4750311567059474E-4,6.186958531089708E-5,1.9275624079949605E-4,5.7289784752217405E-5,4.8675105709535517E-5,1.903788775864051E-4,3.836832166157067E-4,7.594027709435746E-5,3.457671320577604E-5,1.0830453729100285E-4,8.59938987135065E-5,2.2806575023680616E-5,2.1365589334682337E-4,8.45181803234934E-5,3.7795492727559117E-4,3.055940356112711E-5,1.5533330610526338E-4,7.475448831747894E-5,4.5347606075951197E-4,2.3154780696484092E-4,5.515559194786498E-5,2.3460269616626246E-4,1.509502911116713E-4,2.4813070546399632E-5,1.4259625360573623E-4,6.134652785863913E-4,1.6966115998338552E-5,3.5939161132781186E-4,0.00344145891983844,7.634701560594277E-5,7.862446809683697E-5,1.4202177735684612E-4,5.105600008590812E-4,8.69476123228305E-5,0.0034529500429510097,0.08071748801595174,6.473832678813316E-5,1.746051055935836E-4,1.5098149289127606E-4,6.620798846935441E-5,1.6486265057063967E-4,0.05773073837267051,8.2993454776196E-4,2.506806166489296E-4,1.132817859660508E-4,0.016499088796604465,3.5503736277674993E-4,1.831919057585787E-4,1.963311802856678E-4,1.6146868505932741E-4,0.004537464244925405
274,1666-Some-Hortulan-Communications-eff708506a380ec1b5d3cb6f72c1bcccaa8fc47b.txt,1666-Some-Hortulan-Communications-eff708506a380ec1b5d3cb6f72c1bcccaa8fc47b.txt,,"Some Hortulan Communications about the Curious Engrafting of Oranges and Lemons, or Citrons, upon One Anothers Trees, and of One Individual Fruit, Half Orange and Half Lemon Growing on Such Trees,\c",1666,3.9874076560211796E-4,2.7524058946225684E-4,9.696464798247218E-4,0.0013742145339001599,3.022126262834794E-4,6.054316331180621E-4,4.692162967624809E-4,0.1688765695384882,0.0814514166113462,2.677033214417763E-4,0.013707365788952614,0.0013120687109887108,2.246627201437601E-4,0.023515621464059625,0.0010081177373814226,7.420825642665349E-4,2.5861964259243784E-4,5.957609967141928E-4,7.99265341490666E-4,3.403704049354082E-4,5.339461326854275E-4,0.0012021023478432438,3.279274253789584E-4,3.4608715158143406E-4,0.0016644870466082297,0.02039174110902337,0.01603051511108047,4.0595418996090257E-4,5.011919478451242E-4,6.106861109665521E-4,4.728215468837086E-4,2.808597069786708E-4,2.9044489844188843E-4,0.00101879190402597,0.12915267536408043,2.604476258295661E-4,1.9623759143852772E-4,2.1633914154291345E-4,0.0010301126106864662,3.9088227036341184E-4,3.896457106646206E-4,0.0019376720359011305,2.365745550104163E-4,4.7832335024285946E-4,0.04534132374992562,5.375715708678168E-4,4.1794022606803446E-4,3.5652793768565545E-4,1.8186896500050587E-4,4.4494635516589376E-4,1.866309491467705E-4,5.814533909286969E-4,0.14844647324800012,1.4682951457878915E-4,5.742820231120836E-4,0.0011573887642667478,2.29075496811071E-4,1.0430140708948758E-4,3.2670299129937045E-4,2.594024649928636E-4,6.879652937817352E-5,6.444976472000965E-4,2.5495092838699303E-4,0.001140109254938199,9.2183105209335E-5,4.685662948418881E-4,2.254985391863454E-4,0.0013679203959361267,6.984689936024219E-4,1.6637804220370265E-4,7.076841332923771E-4,4.553448348261452E-4,7.48491667440464E-5,4.3014469907114167E-4,0.0018505313497066678,5.1178657755548816E-5,0.001084112608811734,4.963251585381318E-4,2.3030243237384004E-4,2.371724173248689E-4,4.284117789771427E-4,0.011425025833382386,2.622793628293031E-4,5.309883812263817E-4,0.14463695250232342,1.9528457017983376E-4,5.267000969709605E-4,4.554389556726556E-4,1.997178365919597E-4,4.97311769591441E-4,0.09506674344933501,0.0025035156062574956,7.561835299653651E-4,3.417169701339772E-4,3.453075926570863E-4,0.0010709779233952714,5.526023663473226E-4,5.922372736085924E-4,4.870737988411174E-4,0.053227001504626816
275,1676-An-Account-of-f6857bb304691c1252289af9b89ffdba2e8b1161.txt,1676-An-Account-of-f6857bb304691c1252289af9b89ffdba2e8b1161.txt,,An Account of Some Books,1676,3.470966074043096E-5,2.395919430962849E-5,8.440596812830733E-5,1.1962288376563888E-4,2.6307061215409627E-5,5.270172603325458E-5,0.0017617715023602785,7.251907767131219E-5,2.06489849395012E-4,2.3303088793290005E-5,0.07175121139137712,0.006997921500159319,1.955648248163688E-5,0.05453526798459213,0.0026691454329549565,6.45969418456262E-5,2.251237101789661E-5,5.1859914666875985E-5,0.00351142874773709,0.02498307120550286,0.00520926026602888,1.0464083000369525E-4,2.854548785649966E-5,3.012625909937781E-5,1.4489057974138243E-4,0.011240163003129185,0.07367436440246963,3.533757625313781E-5,4.362785041371658E-5,5.315911880375246E-5,4.115825844472453E-5,2.4448328302138195E-5,2.5282701841342218E-5,0.037949079625058516,0.014684360389261375,2.2671493644609E-5,1.7082126561765364E-5,1.8831930054835392E-5,0.0018105965095989076,3.40255929771214E-5,3.391795269718784E-5,0.013075623895800973,2.059338611097444E-5,4.1637180452531594E-5,0.10720250449409367,4.679463064265971E-5,3.638093896593412E-5,0.2771002940893865,1.5831363680230995E-5,3.87317735425882E-5,1.6245885766826695E-5,5.0614463522515354E-5,0.03099173064839111,1.2781243046509473E-5,4.999020895555725E-5,0.001821675668020163,1.9940606690292506E-5,9.079248391768812E-6,2.8438903089734357E-5,2.258051428861978E-5,5.988613156293772E-6,5.610235173356574E-5,2.219301609758316E-5,9.597079808591555E-4,8.02437218322499E-6,4.078784646913036E-5,1.9629239013978688E-5,0.024212054032100486,6.0800459589430885E-5,0.0025958735185389473,6.160262079266536E-5,3.963694234487652E-5,6.515484265740193E-6,3.744331621450544E-5,0.03285869981267878,4.455009372225296E-6,0.034512911525180816,0.03962452691648297,2.0047409206633605E-5,2.0645428941540818E-5,3.7292468662055786E-5,0.019064262066786623,0.003464685091834341,4.62215759195012E-5,0.019474092790413008,1.6999167788995454E-5,4.584828854959951E-5,3.9645135393926936E-5,1.7385075592789925E-5,4.329008793138205E-5,0.02032187718488278,0.039799249205979936,6.582440534507495E-5,2.9745842727386603E-5,3.005839990833065E-5,9.536902237814063E-4,4.8103034138762336E-5,5.155318095893941E-5,0.01811213317236385,3.309962959898172E-4
276,1669-John-Collins-An-Account-Concerning-f104663e908af69813751cea8aef990c10105517.txt,1669-John-Collins-An-Account-Concerning-f104663e908af69813751cea8aef990c10105517.txt,John Collins,An Account Concerning the Resolution of Equations in Numbers; Imparted Parted by Mr. John Collins,1669,4.1154660101882266E-5,2.840801313218106E-5,1.0007873470352062E-4,1.418348383926242E-4,0.021456171415995914,6.248754886718557E-5,4.842855025962575E-5,8.598464890751325E-5,0.0012650686590771325,2.7630079872682857E-5,0.05038614062140905,1.3542067049381311E-4,2.3187791875553425E-5,0.012629455417805939,0.02356950323557577,7.659150589683331E-5,2.6692539124987618E-5,6.148942730926273E-5,8.249343006249295E-5,3.513016358561747E-5,0.0010753465408922596,1.240708695998465E-4,3.384590414069443E-5,3.572019797738701E-5,1.7179431991034853E-4,6.418935217124299E-5,0.08429374155729039,4.1899168948897535E-5,5.172880738245949E-5,6.302987177099233E-5,0.00208927489917422,2.898797106828861E-5,2.997727371981086E-5,1.0515111105187573E-4,6.696768920162608E-5,2.68812081432716E-5,2.0253989738594593E-5,2.2328702267216364E-5,1.0631953895019283E-4,0.0010605806951733392,4.021594521027736E-5,0.0022404644167159093,2.441723104359715E-5,4.9368503539668945E-5,0.03426662572975959,0.0010757207280559205,4.3136266543403636E-5,3.6797807894363625E-5,1.8770981257395632E-5,4.5923611504262205E-5,1.926247311339921E-5,6.0012716865361527E-5,1.783659827226366E-5,0.005116340118078225,5.927254874005678E-5,1.1945591047659497E-4,2.3643241479695263E-5,1.0765111890262956E-5,3.371952837801938E-5,0.362210951892605,7.100597749198007E-6,0.002106993858873434,0.0102286851123371,1.1767246520465272E-4,9.514362937778547E-6,4.836146254145083E-5,2.327405807046414E-5,1.411852105369095E-4,0.020476832534756396,1.717213880795547E-5,7.30411898596912E-5,4.6996854906771516E-5,7.725299949225901E-6,4.439590935270361E-5,0.01345407883941519,5.282229573942978E-6,1.1189296349080085E-4,5.122649842136218E-5,2.376987542437464E-5,2.4478937351207478E-5,4.421705195059034E-5,1.5895772114691957E-4,2.7070264593284633E-5,5.480414402681366E-5,0.03329247503337601,2.0155626919051444E-5,5.436154347985023E-5,0.21531703945816566,2.0613191301907123E-5,5.132832809631499E-5,0.04654052418245328,2.583917741134459E-4,0.003138758256781746,3.52691446927246E-5,0.00513682535195857,1.1053731199867561E-4,5.703495734673156E-5,6.112573831828347E-5,5.02716510702619E-5,0.04324241588620346
277,1669-William-Durston-William-Darston-A-Letter-Written-7d6fdc13dc15cd1d245f33bbf64f818d3803b603.txt,1669-William-Durston-William-Darston-A-Letter-Written-7d6fdc13dc15cd1d245f33bbf64f818d3803b603.txt,William Durston|William Darston,"A Letter Written by an Intelligent and Worthy English Man from Paris, to a Considerable Member of the R. Society in London, Concerning Some Transactions there, Relating to the Experiment of the Transfusion of Blood",1669,1.1552821691588339E-4,7.974618415409472E-5,2.8093823987059675E-4,3.981548124923749E-4,8.756086373881197E-5,1.7541330877714876E-4,1.3594727900716926E-4,2.413737143213324E-4,0.00927922808126533,0.02012543126649315,0.052659152907309256,0.043339868156543955,6.509212426897858E-5,0.003949261951236729,2.9208461910103716E-4,0.014534911883823887,7.493055324556635E-5,0.00303659267755648,0.023143423404697286,9.86164178968413E-5,1.5470162561665972E-4,3.4828829349067516E-4,9.501128051113478E-5,1.0027274602666749E-4,4.8225623553653594E-4,1.8019056366815249E-4,0.004644563553038465,0.051669281002721064,1.4521166898927694E-4,1.7693570254529885E-4,1.3699183766274656E-4,0.05163303704721998,8.41513688188795E-5,2.951772736422537E-4,1.8798983408654306E-4,7.546017966492344E-5,5.685643652844587E-5,6.268051182031675E-5,2.984572519327602E-4,1.1325135430014672E-4,1.1289308258720645E-4,5.61406845215322E-4,6.85433716985289E-5,0.005866548425403425,0.04177667436235815,1.557520334126064E-4,1.2109092739025619E-4,1.0329778260651004E-4,5.2693376377301225E-5,1.28915484620477E-4,5.407307864217729E-5,1.6846602923142312E-4,5.0070402455961515E-5,4.25413037071776E-5,1.6638824986153547E-4,0.08625477134409809,6.637064972712334E-5,3.021952261307033E-5,9.465652198592547E-5,0.0029391386302996592,1.993260046300959E-5,1.867320083891461E-4,7.386760697296994E-5,3.30326870676016E-4,2.6708454949476044E-5,1.3575895223108807E-4,6.533428833140748E-5,3.9633119524845123E-4,2.0236926936745278E-4,4.8205150333009404E-5,2.050391961691524E-4,1.3192826364238336E-4,2.1686247099720638E-5,1.2462696164127615E-4,5.361593436671147E-4,1.4828127908413176E-5,3.1410281425055524E-4,1.4380160124791348E-4,0.008658669936560684,0.0029326978597775874,0.19487485109185013,4.4622169260185245E-4,0.020123859768614877,1.5384466846148166E-4,0.00467429041414213,5.658031515787673E-5,1.526022125191875E-4,1.319555335242464E-4,5.786477716399388E-5,1.4408745467854077E-4,0.3368539160133204,7.253501998353965E-4,2.1909105467593325E-4,9.900656179425983E-5,1.0004688235713584E-4,3.1029726709606853E-4,1.6010694555195702E-4,1.7159047208982294E-4,1.4112118032774595E-4,0.003965674890481362
278,1665-An-Experiment-to-9713de1f959c047af3a1dcca9770e5633edbc12b.txt,1665-An-Experiment-to-9713de1f959c047af3a1dcca9770e5633edbc12b.txt,,"An Experiment to Examine, What Figure, and Celerity of Motion Begetteth, or Encreaseth Light and Flame",1665,1.2638734672094074E-4,8.724196473744641E-5,0.019106440475475644,0.05996604805140845,9.579118885388757E-5,1.919013663305046E-4,0.031480551228058845,2.6406175162786E-4,7.518858909341844E-4,8.485290550695956E-5,0.0012115891444480513,4.158814382748608E-4,7.121048950989992E-5,0.0011872921584233829,3.195392520690876E-4,0.39814939919434006,8.19736863067371E-5,0.03465384417317441,2.5334010101643676E-4,1.0788591509362829E-4,1.692428786409997E-4,3.8102581761736466E-4,1.0394191110129044E-4,1.096979305753561E-4,0.016193498900106726,1.9712766157163356E-4,0.023880226829481054,1.2867375845539757E-4,1.5886090901789875E-4,1.935668582264029E-4,1.4986845072859388E-4,8.902303508459366E-5,9.206121683412947E-5,3.229226021477392E-4,2.056600281298158E-4,8.255309521378009E-5,6.220068437540206E-5,0.0032017547483772957,3.2651088356076607E-4,1.2389646931857778E-4,1.2350452168524196E-4,0.0350791846209269,7.498613858631497E-5,1.5161233645267683E-4,0.0018389370504274354,1.7039202001830798E-4,1.3247292681731375E-4,1.1300730691013035E-4,5.764631540140544E-5,1.4103295703325486E-4,5.9155703438178514E-5,1.8430107393308762E-4,5.477679379632673E-5,4.653999382258867E-5,1.8202799270114226E-4,0.025432313538598254,7.260919057777623E-5,3.3060021042481124E-5,1.035538068794406E-4,8.222181455114706E-5,2.1806174742596767E-5,0.012737014180416346,0.0032139933798701367,0.02856001907010257,2.921892890061526E-5,1.4851967964324363E-4,7.147541589878236E-5,4.335845348211556E-4,2.213910652826086E-4,5.273621641117445E-5,0.08168705830454,1.443289236550932E-4,2.3724656230642125E-5,1.363413322928884E-4,5.865558966868391E-4,1.6221904857647075E-5,3.436270579646608E-4,1.5731830128720492E-4,7.299808768525352E-5,7.517564073444373E-5,1.3579205518943197E-4,4.8816451324907147E-4,8.31336939367066E-5,1.6830537138962974E-4,0.0740436687126999,6.189860884501806E-5,1.6694613020893569E-4,1.4435875678249773E-4,6.330380446952253E-5,0.04402218675133151,0.0019343017985055714,0.06032399832511279,0.0033728671747475284,1.0831273075261138E-4,1.0945083674256939E-4,3.394638065918192E-4,1.7515627419957083E-4,1.877192002869451E-4,1.5438593292526663E-4,0.02627070825553362
